Serial No.,ScreenTimeHrs,Normalized_Screen_Time_hrs,ZoomMeetings,Normalized_ZoomMeetings_Hrs,StressLevel,Normalized_StressLevels,SleepHours,Normalized_SleepHours,BreaksTaken,Normalized_BreakTaken,ExerciseTime_Mins,Normalized_Exercise_Time,Self_Reported_Stress,Self_Reported_Productivity,Stress_Score,Normalized_StressScore,Burnout_Score,Productivity_Score,Mood,Work_Life_Balance (Out of 100)
300,9.3,0.5328467153,6,0.6666666667,7,0.6666666667,5.3,0.3285714286,1,0.1666666667,0.2,0.09433962264,8,5,86.9892039,77.01288878,83.56020094,16.43979906,Very Bad,16
301,6.3,0.3138686131,6,0.6666666667,7,0.6666666667,7.2,0.6,3,0.5,0.01,0.004716981132,5,9,81.65315154,50.52414391,57.40444383,42.59555617,Neutral,43
302,6.9,0.3576642336,7,0.7777777778,9,0.8888888889,5.3,0.3285714286,3,0.5,0.6,0.2830188679,1,6,84.03821766,62.36387179,80.38677824,19.61322176,Very Bad,20
303,9.5,0.5474452555,0,0,7,0.6666666667,5.8,0.4,4,0.6666666667,0.46,0.2169811321,4,8,78.73986136,36.06225427,43.17375935,56.82624065,Neutral,57
304,9.2,0.5255474453,9,1,3,0.2222222222,4.6,0.2285714286,2,0.3333333333,0.21,0.09905660377,2,8,89.69734328,90.45638748,69.36123845,30.63876155,Bad,31
305,8,0.4379562044,9,1,1,0,6.3,0.4714285714,6,1,0.26,0.1226415094,3,7,84.11756743,62.75777272,29.68168493,70.31831507,Good,70
306,8.2,0.4525547445,7,0.7777777778,8,0.7777777778,6.8,0.5428571429,2,0.3333333333,0.85,0.4009433962,3,5,83.46780561,59.53228426,73.95981357,26.04018643,Bad,26
307,10.6,0.6277372263,3,0.3333333333,3,0.2222222222,3,0,2,0.3333333333,0.24,0.1132075472,9,2,87.15787541,77.8501925,55.40008263,44.59991737,Neutral,45
308,6.8,0.3503649635,3,0.3333333333,8,0.7777777778,6.9,0.5571428571,6,1,0.46,0.2169811321,10,10,76.84524892,26.65719183,39.96798945,60.03201055,Good,60
309,9.1,0.5182481752,3,0.3333333333,8,0.7777777778,6.4,0.4857142857,3,0.5,1.58,0.7452830189,4,10,78.98230206,37.26575629,51.61780156,48.38219844,Neutral,48
310,7.6,0.4087591241,5,0.5555555556,5,0.4444444444,5.4,0.3428571429,4,0.6666666667,0.21,0.09905660377,2,5,82.72628546,55.85129753,47.81425664,52.18574336,Neutral,52
311,7.6,0.4087591241,6,0.6666666667,1,0,9.5,0.9285714286,0,0,0.43,0.2028301887,3,7,81.18103239,48.18049305,19.27846748,80.72153252,Very Good,81
312,10.2,0.598540146,5,0.5555555556,10,1,7.9,0.7,6,1,0.89,0.4198113208,3,7,79.15060062,38.10120869,68.73840457,31.26159543,Bad,31
313,9.7,0.5620437956,0,0,7,0.6666666667,4.9,0.2714285714,5,0.8333333333,0.16,0.07547169811,7,2,79.81378926,41.39334929,47.40366997,52.59633003,Neutral,53
314,9.6,0.5547445255,7,0.7777777778,10,1,7.8,0.6857142857,1,0.1666666667,0.34,0.1603773585,8,7,84.97577709,67.01801889,97.28347357,2.716526431,Very Bad,3
315,10.6,0.6277372263,9,1,5,0.4444444444,8.4,0.7714285714,6,1,0.11,0.05188679245,6,6,83.89839652,61.66978444,60.15030725,39.84969275,Bad,40
316,8,0.4379562044,6,0.6666666667,8,0.7777777778,6.7,0.5285714286,0,0,0.37,0.1745283019,4,7,84.78621074,66.07699089,80.2629967,19.7370033,Very Bad,20
317,9.4,0.5401459854,5,0.5555555556,9,0.8888888889,7,0.5714285714,3,0.5,1.3,0.6132075472,6,8,80.82164554,46.39645759,68.55730659,31.44269341,Bad,31
318,7.4,0.3941605839,5,0.5555555556,7,0.6666666667,7,0.5714285714,5,0.8333333333,0.9,0.4245283019,1,4,78.78317517,36.27726875,43.57176741,56.42823259,Neutral,56
319,8.6,0.4817518248,4,0.4444444444,7,0.6666666667,3.4,0.05714285714,5,0.8333333333,0.93,0.4386792453,10,1,82.82788063,56.35562702,59.52834998,40.47165002,Neutral,40
320,7.7,0.4160583942,5,0.5555555556,1,0,6.2,0.4571428571,5,0.8333333333,0.21,0.09905660377,8,8,81.21832578,48.3656215,14.82364142,85.17635858,Very Good,85
321,8.2,0.4525547445,8,0.8888888889,4,0.3333333333,6.1,0.4428571429,2,0.3333333333,0.08,0.03773584906,1,8,86.60952468,75.12811981,62.00174229,37.99825771,Bad,38
322,9.2,0.5255474453,9,1,2,0.1111111111,8.6,0.8,1,0.1666666667,0.92,0.4339622642,5,3,84.45295873,64.42269162,42.18693477,57.81306523,Neutral,58
323,6.4,0.3211678832,8,0.8888888889,2,0.1111111111,7,0.5714285714,3,0.5,0.1,0.04716981132,2,3,83.56268213,60.00326164,33.40604185,66.59395815,Good,67
324,12.2,0.7445255474,9,1,2,0.1111111111,6.1,0.4428571429,3,0.5,0.98,0.4622641509,6,5,88.05334173,82.29538481,58.80720221,41.19279779,Neutral,41
325,6,0.2919708029,7,0.7777777778,4,0.3333333333,6.4,0.4857142857,5,0.8333333333,0.76,0.358490566,9,3,80.48892037,44.74477362,30.22145273,69.77854727,Good,70
326,5.6,0.2627737226,9,1,1,0,8,0.7142857143,3,0.5,0.39,0.1839622642,5,5,82.17760246,53.12757535,20.65860665,79.34139335,Good,79
327,10.3,0.6058394161,8,0.8888888889,4,0.3333333333,6.2,0.4571428571,1,0.1666666667,0.49,0.2311320755,4,8,87.92116745,81.63925728,70.23565996,29.76434004,Bad,30
328,9.6,0.5547445255,9,1,2,0.1111111111,5.5,0.3571428571,1,0.1666666667,0.16,0.07547169811,2,1,89.72174894,90.57753985,64.39428519,35.60571481,Bad,36
329,9.2,0.5255474453,7,0.7777777778,5,0.4444444444,6.1,0.4428571429,4,0.6666666667,0.6,0.2830188679,3,2,84.13609739,62.84975745,57.03119952,42.96880048,Neutral,43
330,9.3,0.5328467153,7,0.7777777778,3,0.2222222222,7.9,0.7,6,1,0.88,0.4150943396,6,2,80.29031202,43.75886014,27.11336057,72.88663943,Good,73
331,8,0.4379562044,0,0,8,0.7777777778,7.2,0.6,6,1,0.31,0.1462264151,8,4,74.99465638,17.47064902,32.01951063,67.98048937,Good,68
332,6.2,0.3065693431,9,1,4,0.3333333333,6.6,0.5142857143,4,0.6666666667,0.65,0.3066037736,8,9,83.05832596,57.49958269,43.50018035,56.49981965,Neutral,56
333,8.2,0.4525547445,4,0.4444444444,1,0,6.8,0.5428571429,0,0,0.97,0.4575471698,5,2,81.90805718,51.78952325,19.49440477,80.50559523,Very Good,81
334,6.6,0.3357664234,3,0.3333333333,1,0,5.7,0.3857142857,6,1,0.29,0.1367924528,5,9,78.3914468,34.33268648,0,100,Very Good,100
335,10,0.5839416058,1,0.1111111111,10,1,6.2,0.4571428571,1,0.1666666667,0.85,0.4009433962,10,7,80.80072184,46.29259006,74.41445382,25.58554618,Bad,26
336,7.7,0.4160583942,7,0.7777777778,3,0.2222222222,5.5,0.3571428571,1,0.1666666667,1.91,0.9009433962,3,10,83.25522306,58.47700133,37.34146112,62.65853888,Good,63
337,6.3,0.3138686131,2,0.2222222222,9,0.8888888889,6.1,0.4428571429,6,1,0.45,0.2122641509,7,8,76.52455016,25.0652083,43.52334171,56.47665829,Neutral,56
338,7.4,0.3941605839,3,0.3333333333,7,0.6666666667,8.5,0.7857142857,1,0.1666666667,0.7,0.3301886792,6,1,78.33513684,34.05315768,43.47443288,56.52556712,Neutral,57
339,8.8,0.496350365,6,0.6666666667,2,0.1111111111,4.9,0.2714285714,4,0.6666666667,0.13,0.06132075472,1,5,85.21345873,68.1978964,40.41174966,59.58825034,Neutral,60
340,6.9,0.3576642336,9,1,9,0.8888888889,5.5,0.3571428571,5,0.8333333333,0.59,0.2783018868,4,9,84.2729586,63.52915137,81.84619723,18.15380277,Very Bad,18
341,6.4,0.3211678832,8,0.8888888889,10,1,4.6,0.2285714286,5,0.8333333333,0.73,0.3443396226,6,4,83.78352669,61.0995581,84.41502657,15.58497343,Very Bad,16
342,8.5,0.4744525547,1,0.1111111111,2,0.1111111111,4.3,0.1857142857,3,0.5,0.6,0.2830188679,6,2,81.01562468,47.35939116,18.34645847,81.65354153,Very Good,82
343,8.5,0.4744525547,2,0.2222222222,3,0.2222222222,6.2,0.4571428571,5,0.8333333333,0.01,0.004716981132,3,6,79.51295921,39.89999617,20.2140835,79.7859165,Good,80
344,7,0.3649635036,3,0.3333333333,10,1,5.6,0.3714285714,2,0.3333333333,0.6,0.2830188679,6,2,80.87946433,46.68347635,71.76124238,28.23875762,Bad,28
345,7.1,0.3722627737,9,1,2,0.1111111111,9.1,0.8714285714,4,0.6666666667,1.23,0.5801886792,10,3,79.76377778,41.14508687,17.92246903,82.07753097,Very Good,82
346,8.5,0.4744525547,0,0,3,0.2222222222,6.1,0.4428571429,1,0.1666666667,0.72,0.3396226415,6,8,79.17651117,38.22983148,18.38898617,81.61101383,Very Good,82
347,5.1,0.2262773723,6,0.6666666667,6,0.5555555556,8.4,0.7714285714,6,1,0.98,0.4622641509,9,3,75.57562188,20.354625,21.18850217,78.81149783,Good,79
348,5.2,0.2335766423,1,0.1111111111,9,0.8888888889,8,0.7142857143,5,0.8333333333,0.38,0.179245283,9,2,73.46005513,9.852721334,30.11223256,69.88776744,Good,70
349,6.6,0.3357664234,4,0.4444444444,9,0.8888888889,6.2,0.4571428571,4,0.6666666667,0.87,0.4103773585,2,6,78.94790083,37.09498486,56.0019303,43.9980697,Neutral,44
350,7.6,0.4087591241,0,0,7,0.6666666667,9.7,0.9571428571,5,0.8333333333,0.64,0.3018867925,4,3,71.88956788,2.056651631,13.10685922,86.89314078,Very Good,87
351,8.6,0.4817518248,2,0.2222222222,3,0.2222222222,6.9,0.5571428571,0,0,0.02,0.009433962264,9,1,82.10041732,52.74441993,34.22436675,65.77563325,Good,66
352,11,0.6569343066,1,0.1111111111,4,0.3333333333,8.8,0.8285714286,1,0.1666666667,0.66,0.3113207547,4,3,78.91771084,36.94511846,29.44361155,70.55638845,Good,71
353,9.7,0.5620437956,0,0,6,0.5555555556,8.6,0.8,0,0,0,0,8,6,79.22043796,38.44788882,43.05596107,56.94403893,Neutral,57
354,7.7,0.4160583942,6,0.6666666667,5,0.4444444444,7.1,0.5857142857,1,0.1666666667,0.18,0.08490566038,10,3,83.80191368,61.19083312,55.69396187,44.30603813,Neutral,44
355,8,0.4379562044,4,0.4444444444,2,0.1111111111,7.6,0.6571428571,4,0.6666666667,0.59,0.2783018868,3,9,78.89810053,36.84777074,12.10815992,87.89184008,Very Good,88
356,6,0.2919708029,0,0,6,0.5555555556,7.4,0.6285714286,3,0.5,0.65,0.3066037736,3,7,74.66472151,15.83281637,15.86236318,84.13763682,Very Good,84
357,8,0.4379562044,5,0.5555555556,3,0.2222222222,4.8,0.2571428571,5,0.8333333333,0.09,0.04245283019,9,5,83.26371898,58.51917601,36.60291883,63.39708117,Good,63
358,7.4,0.3941605839,4,0.4444444444,8,0.7777777778,6.6,0.5142857143,5,0.8333333333,1.03,0.4858490566,10,2,78.10614612,32.91642283,46.28186025,53.71813975,Neutral,54
359,8.6,0.4817518248,2,0.2222222222,2,0.1111111111,8.1,0.7285714286,2,0.3333333333,0.79,0.3726415094,8,9,77.94282523,32.10568013,8.484025332,91.51597467,Very Good,92
360,6.3,0.3138686131,6,0.6666666667,1,0,8.8,0.8285714286,6,1,0.15,0.07075471698,1,5,77.56042917,30.20742447,0,100,Very Good,100
361,9,0.5109489051,9,1,9,0.8888888889,5.4,0.3428571429,0,0,0.27,0.1273584906,10,7,89.85719795,91.24992347,100,0,Very Bad,0
362,11.1,0.6642335766,8,0.8888888889,3,0.2222222222,7.3,0.6142857143,5,0.8333333333,0.43,0.2028301887,2,9,84.69450708,65.62176391,49.59106162,50.40893838,Neutral,50
363,7.8,0.4233576642,8,0.8888888889,1,0,6.7,0.5285714286,4,0.6666666667,0.28,0.1320754717,3,4,83.92114777,61.78272412,29.12502979,70.87497021,Good,71
364,8.8,0.496350365,8,0.8888888889,7,0.6666666667,6.3,0.4714285714,3,0.5,0.56,0.2641509434,2,9,85.24658242,68.362326,75.91070144,24.08929856,Bad,24
365,9.4,0.5401459854,1,0.1111111111,10,1,7,0.5714285714,6,1,0.32,0.1509433962,3,1,77.11514659,27.99699325,56.6914785,43.3085215,Neutral,43
366,7.2,0.3795620438,2,0.2222222222,5,0.4444444444,6.8,0.5428571429,4,0.6666666667,0.5,0.2358490566,8,6,77.62047818,30.5055143,23.99324943,76.00675057,Good,76
367,8.4,0.4671532847,6,0.6666666667,5,0.4444444444,7.3,0.6142857143,0,0,0.31,0.1462264151,6,2,84.50567481,64.68437996,60.00943068,39.99056932,Bad,40
368,8,0.4379562044,4,0.4444444444,1,0,8.7,0.8142857143,2,0.3333333333,0.35,0.1650943396,7,8,79.42712119,39.47388691,9.658025153,90.34197485,Very Good,90
369,8.2,0.4525547445,1,0.1111111111,9,0.8888888889,7.7,0.6714285714,5,0.8333333333,0.82,0.3867924528,10,5,75.16250462,18.30386593,40.38568958,59.61431042,Neutral,60
370,6.5,0.3284671533,2,0.2222222222,7,0.6666666667,7,0.5714285714,4,0.6666666667,0.15,0.07075471698,10,3,77.5413352,30.11263995,36.70563327,63.29436673,Good,63
371,8,0.4379562044,9,1,8,0.7777777778,9.3,0.9,6,1,1.34,0.6320754717,6,2,78.65126016,35.62242826,53.3025295,46.6974705,Neutral,47
372,9,0.5109489051,5,0.5555555556,9,0.8888888889,8.2,0.7428571429,1,0.1666666667,0.46,0.2169811321,1,8,82.07648516,52.62561808,76.2538196,23.7461804,Bad,24
373,10.9,0.6496350365,6,0.6666666667,6,0.5555555556,6.4,0.4857142857,3,0.5,1.16,0.5471698113,3,7,83.75529017,60.95938892,63.46327739,36.53672261,Bad,37
374,9.9,0.5766423358,8,0.8888888889,5,0.4444444444,4.7,0.2428571429,6,1,0.39,0.1839622642,1,9,86.19882827,73.08937809,65.8558028,34.1441972,Bad,34
375,12.3,0.7518248175,0,0,6,0.5555555556,5,0.2857142857,4,0.6666666667,0.93,0.4386792453,10,8,80.81115024,46.34435779,47.76447557,52.23552443,Neutral,52
376,6.5,0.3284671533,6,0.6666666667,2,0.1111111111,7.9,0.7,3,0.5,0.54,0.2547169811,9,4,79.99913694,42.31343536,16.94702291,83.05297709,Very Good,83
377,9.7,0.5620437956,7,0.7777777778,4,0.3333333333,5.6,0.3714285714,5,0.8333333333,1.07,0.5047169811,9,2,83.51903035,59.78656946,46.92987542,53.07012458,Neutral,53
378,8.4,0.4671532847,2,0.2222222222,3,0.2222222222,5,0.2857142857,1,0.1666666667,0.31,0.1462264151,5,2,82.91202401,56.77332392,35.4221291,64.5778709,Good,65
379,12.4,0.7591240876,3,0.3333333333,7,0.6666666667,5.4,0.3428571429,2,0.3333333333,0.05,0.02358490566,4,2,86.08737744,72.53612406,81.45669952,18.54330048,Very Bad,19
380,6.4,0.3211678832,9,1,9,0.8888888889,5.5,0.3571428571,6,1,1.21,0.570754717,9,6,82.07151711,52.60095613,70.47402627,29.52597373,Bad,30
381,6.3,0.3138686131,5,0.5555555556,5,0.4444444444,7.8,0.6857142857,2,0.3333333333,0.44,0.2075471698,9,7,79.93389428,41.98956368,36.33196704,63.66803296,Good,64
382,6.8,0.3503649635,9,1,6,0.5555555556,6.3,0.4714285714,1,0.1666666667,0.61,0.2877358491,3,6,85.914611,71.67849263,71.12432369,28.87567631,Bad,29
383,3.8,0.1313868613,6,0.6666666667,10,1,4.4,0.2,3,0.5,1.12,0.5283018868,5,2,80.9339944,46.95416956,67.98384061,32.01615939,Bad,32
384,6.9,0.3576642336,3,0.3333333333,2,0.1111111111,6.5,0.5,5,0.8333333333,0.02,0.009433962264,3,4,78.87223982,36.71939536,9.604508103,90.3954919,Very Good,90
385,6.5,0.3284671533,7,0.7777777778,3,0.2222222222,6.8,0.5428571429,4,0.6666666667,0.8,0.3773584906,10,3,80.98793598,47.22194146,26.98625621,73.01374379,Good,73
386,8.3,0.4598540146,4,0.4444444444,3,0.2222222222,5.8,0.4,1,0.1666666667,0.21,0.09905660377,2,4,83.89120262,61.63407313,41.38788658,58.61211342,Neutral,59
387,8.7,0.4890510949,0,0,9,0.8888888889,8.2,0.7428571429,0,0,0.43,0.2028301887,1,5,78.13633305,33.06627404,56.33408097,43.66591903,Neutral,44
388,11.8,0.7153284672,3,0.3333333333,7,0.6666666667,5.9,0.4142857143,3,0.5,0.54,0.2547169811,10,7,83.4867977,59.62656308,68.73013031,31.26986969,Bad,31
389,9.9,0.5766423358,2,0.2222222222,8,0.7777777778,8.2,0.7428571429,2,0.3333333333,0.25,0.1179245283,2,9,79.79631255,41.30659298,58.84322418,41.15677582,Neutral,41
390,6.8,0.3503649635,8,0.8888888889,10,1,7.4,0.6285714286,6,1,0.11,0.05188679245,8,2,81.37864215,49.1614494,76.68257466,23.31742534,Bad,23
391,6.2,0.3065693431,7,0.7777777778,9,0.8888888889,7.9,0.7,1,0.1666666667,1.18,0.5566037736,8,8,80.79483389,46.26336166,67.37319622,32.62680378,Bad,33
392,9,0.5109489051,0,0,6,0.5555555556,4.9,0.2714285714,2,0.3333333333,0.94,0.4433962264,3,3,79.83114224,41.47949138,40.3128193,59.6871807,Neutral,60
393,5.4,0.2481751825,5,0.5555555556,4,0.3333333333,6.6,0.5142857143,3,0.5,0.47,0.2216981132,7,9,79.9251181,41.94599779,27.25019948,72.74980052,Good,73
394,11.7,0.7080291971,8,0.8888888889,1,0,6.4,0.4857142857,2,0.3333333333,0.62,0.2924528302,7,10,87.80254414,81.05039829,50.95015554,49.04984446,Neutral,49
395,10.4,0.6131386861,6,0.6666666667,8,0.7777777778,4.4,0.2,1,0.1666666667,0.35,0.1650943396,2,4,88.53767617,84.69967371,97.48643438,2.513565625,Very Bad,3
396,7.1,0.3722627737,3,0.3333333333,7,0.6666666667,8.2,0.7428571429,3,0.5,1.18,0.5566037736,9,3,76.22002217,23.55349818,32.25131,67.74869,Good,68
397,4.6,0.1897810219,0,0,2,0.1111111111,5.3,0.3285714286,0,0,0.4,0.1886792453,3,10,78.51452181,34.94364421,4.422800218,95.57719978,Very Good,96
398,10.7,0.6350364964,1,0.1111111111,8,0.7777777778,5.6,0.3714285714,1,0.1666666667,0.62,0.2924528302,2,6,82.43134729,54.38719235,68.88805381,31.11194619,Bad,31
399,7.8,0.4233576642,4,0.4444444444,5,0.4444444444,5,0.2857142857,4,0.6666666667,1.07,0.5047169811,3,10,80.81788332,46.37778153,37.84680277,62.15319723,Good,62
400,10.5,0.6204379562,4,0.4444444444,7,0.6666666667,7.6,0.6571428571,5,0.8333333333,0.11,0.05188679245,2,9,80.96191176,47.09275437,57.58536692,42.41463308,Neutral,42
401,4.8,0.204379562,7,0.7777777778,4,0.3333333333,4.2,0.1714285714,1,0.1666666667,1.28,0.6037735849,8,7,83.81282826,61.2450143,42.82222266,57.17777734,Neutral,57
402,6.8,0.3503649635,5,0.5555555556,5,0.4444444444,7.4,0.6285714286,3,0.5,0.27,0.1273584906,5,4,80.41008869,44.35344458,38.50647403,61.49352597,Good,61
403,8,0.4379562044,7,0.7777777778,8,0.7777777778,8.1,0.7285714286,6,1,1.31,0.6179245283,3,3,78.30151472,33.88625385,49.83951662,50.16048338,Neutral,50
404,8.1,0.4452554745,1,0.1111111111,1,0,7.3,0.6142857143,5,0.8333333333,0.31,0.1462264151,5,10,76.50891893,24.98761314,0,100,Very Good,100
405,7.1,0.3722627737,2,0.2222222222,1,0,7.6,0.6571428571,1,0.1666666667,0.38,0.179245283,8,4,78.85961486,36.65672368,4.592130604,95.4078694,Very Good,95
406,9.2,0.5255474453,5,0.5555555556,4,0.3333333333,7.6,0.6571428571,0,0,0.45,0.2122641509,7,3,83.59371944,60.15733422,49.7955002,50.2044998,Neutral,50
407,5.9,0.2846715328,9,1,3,0.2222222222,5.1,0.3,6,1,0.27,0.1273584906,6,3,83.93728137,61.86281305,38.86645549,61.13354451,Good,61
408,7.7,0.4160583942,2,0.2222222222,10,1,8.7,0.8142857143,0,0,0.02,0.009433962264,1,9,79.38634016,39.2714454,69.23514186,30.76485814,Bad,31
409,8.2,0.4525547445,5,0.5555555556,2,0.1111111111,5.8,0.4,4,0.6666666667,0.2,0.09433962264,10,4,82.72596673,55.84971532,28.82204777,71.17795223,Good,71
410,9,0.5109489051,5,0.5555555556,3,0.2222222222,6.4,0.4857142857,6,1,0.43,0.2028301887,1,9,80.85689846,46.5714569,27.58445752,72.41554248,Good,72
411,9.4,0.5401459854,1,0.1111111111,1,0,6,0.4285714286,2,0.3333333333,0.98,0.4622641509,1,10,79.67938738,40.72616371,8.084111026,91.91588897,Very Good,92
412,5.8,0.2773722628,6,0.6666666667,1,0,7.2,0.6,6,1,0.6,0.2830188679,10,5,78.17498049,33.25812413,0,100,Very Good,100
413,4.9,0.2116788321,1,0.1111111111,6,0.5555555556,5.7,0.3857142857,5,0.8333333333,0.65,0.3066037736,8,7,75.3602145,19.28531929,16.10833699,83.89166301,Very Good,84
414,10.6,0.6277372263,5,0.5555555556,5,0.4444444444,6.6,0.5142857143,6,1,0.05,0.02358490566,8,5,82.51319137,54.79347526,50.65285292,49.34714708,Neutral,49
415,8.7,0.4890510949,0,0,8,0.7777777778,4.6,0.2285714286,3,0.5,0.06,0.02830188679,7,1,80.94873197,47.02732849,58.58655177,41.41344823,Neutral,41
416,6.5,0.3284671533,2,0.2222222222,2,0.1111111111,8.2,0.7428571429,3,0.5,1.4,0.6603773585,6,2,74.47808273,14.90632118,0,100,Very Good,100
417,11.1,0.6642335766,1,0.1111111111,4,0.3333333333,7.5,0.6428571429,2,0.3333333333,0.13,0.06132075472,4,5,80.80975116,46.3374126,37.119663,62.880337,Good,63
418,8.2,0.4525547445,6,0.6666666667,8,0.7777777778,6.1,0.4428571429,6,1,1.33,0.6273584906,1,6,79.80658967,41.35760976,54.65373391,45.34626609,Neutral,45
419,10.4,0.6131386861,3,0.3333333333,6,0.5555555556,5.8,0.4,0,0,0.38,0.179245283,9,7,84.8810724,66.54789447,67.87008217,32.12991783,Bad,32
420,8.1,0.4452554745,7,0.7777777778,1,0,7.5,0.6428571429,0,0,0.5,0.2358490566,1,2,84.5885236,65.09565038,33.82374416,66.17625584,Good,66
421,12.1,0.7372262774,5,0.5555555556,4,0.3333333333,5.4,0.3428571429,1,0.1666666667,1.04,0.4905660377,4,10,86.44491926,74.31100055,63.02543049,36.97456951,Bad,37
422,11.5,0.6934306569,9,1,1,0,6.7,0.5285714286,4,0.6666666667,1.14,0.5377358491,3,9,85.88812508,71.54701362,41.66064624,58.33935376,Neutral,58
423,7.5,0.401459854,3,0.3333333333,2,0.1111111111,8.2,0.7428571429,5,0.8333333333,0.44,0.2075471698,7,6,76.57488605,25.31508114,0.9842668923,99.01573311,Very Good,99
424,9.9,0.5766423358,4,0.4444444444,5,0.4444444444,5.3,0.3285714286,4,0.6666666667,0.31,0.1462264151,5,2,83.44183516,59.40336413,52.9279801,47.0720199,Neutral,47
425,9.3,0.5328467153,8,0.8888888889,8,0.7777777778,7.1,0.5857142857,6,1,0.47,0.2216981132,5,2,82.86707153,56.55017488,72.18763431,27.81236569,Bad,28
426,10.7,0.6350364964,6,0.6666666667,8,0.7777777778,7,0.5714285714,4,0.6666666667,0.67,0.3160377358,4,3,83.18145212,58.11079435,74.63857792,25.36142208,Bad,25
427,6.1,0.299270073,9,1,3,0.2222222222,6.4,0.4857142857,1,0.1666666667,0.95,0.4481132075,1,1,84.64786695,65.39023723,44.42251166,55.57748834,Neutral,56
428,9.4,0.5401459854,8,0.8888888889,4,0.3333333333,5.7,0.3857142857,4,0.6666666667,0.5,0.2358490566,5,9,85.81679379,71.19291733,58.34257164,41.65742836,Neutral,42
429,10.1,0.5912408759,6,0.6666666667,10,1,8.3,0.7571428571,2,0.3333333333,0.81,0.3820754717,4,10,82.32696402,53.86902239,85.11865741,14.88134259,Very Bad,15
430,4.5,0.1824817518,0,0,6,0.5555555556,5.6,0.3714285714,1,0.1666666667,1.32,0.6226415094,10,4,75.69615624,20.95297069,17.35321778,82.64678222,Very Good,83
431,5.6,0.2627737226,7,0.7777777778,10,1,3.8,0.1142857143,2,0.3333333333,0.69,0.3254716981,8,5,85.30045361,68.62974847,90.27286241,9.727137589,Very Bad,10
432,3.9,0.1386861314,3,0.3333333333,3,0.2222222222,7.5,0.6428571429,6,1,0.66,0.3113207547,2,7,73.66538782,10.87201514,0,100,Very Good,100
433,7.5,0.401459854,2,0.2222222222,2,0.1111111111,4.7,0.2428571429,1,0.1666666667,0.26,0.1226415094,8,1,82.69228647,55.68252284,26.57126899,73.42873101,Good,73
434,9.4,0.5401459854,6,0.6666666667,6,0.5555555556,7.5,0.6428571429,6,1,0.82,0.3867924528,1,3,80.04476623,42.53994414,45.38719578,54.61280422,Neutral,55
435,11,0.6569343066,2,0.2222222222,5,0.4444444444,8.5,0.7857142857,6,1,0.69,0.3254716981,4,3,76.75951977,26.23162299,24.89075142,75.10924858,Good,75
436,8.1,0.4452554745,7,0.7777777778,10,1,7.4,0.6285714286,4,0.6666666667,0.45,0.2122641509,3,2,82.13048227,52.89366561,81.39068037,18.60931963,Very Bad,19
437,11.3,0.6788321168,5,0.5555555556,5,0.4444444444,8.1,0.7285714286,2,0.3333333333,0.24,0.1132075472,5,8,83.61803066,60.27801779,58.83085543,41.16914457,Neutral,41
438,5.2,0.2335766423,4,0.4444444444,10,1,9.5,0.9285714286,6,1,0.62,0.2924528302,5,5,73.29293923,9.023139797,38.08617686,61.91382314,Good,62
439,4.6,0.1897810219,3,0.3333333333,5,0.4444444444,8,0.7142857143,2,0.3333333333,0.47,0.2216981132,5,1,76.63006539,25.58899736,18.85766095,81.14233905,Very Good,81
440,7.9,0.4306569343,7,0.7777777778,10,1,7,0.5714285714,2,0.3333333333,1.06,0.5,4,2,82.62402966,55.3436886,83.14100336,16.85899664,Very Bad,17
441,8.8,0.496350365,7,0.7777777778,5,0.4444444444,9,0.8571428571,1,0.1666666667,0.54,0.2547169811,8,1,82.64304842,55.43809981,53.41684101,46.58315899,Neutral,47
442,7.9,0.4306569343,0,0,3,0.2222222222,9.1,0.8714285714,3,0.5,0.13,0.06132075472,3,6,75.08985775,17.94323898,1.803477155,98.19652285,Very Good,98
443,3.9,0.1386861314,8,0.8888888889,7,0.6666666667,9.2,0.8857142857,4,0.6666666667,1,0.4716981132,4,9,76.85879902,26.72445602,34.53799927,65.46200073,Good,65
444,7.8,0.4233576642,4,0.4444444444,6,0.5555555556,5.8,0.4,6,1,0.39,0.1839622642,1,7,79.85328314,41.58940122,40.83332568,59.16667432,Neutral,59
445,5.4,0.2481751825,3,0.3333333333,4,0.3333333333,4.5,0.2142857143,2,0.3333333333,0.76,0.358490566,7,5,80.66683718,45.62797204,27.95879487,72.04120513,Good,72
446,9.3,0.5328467153,5,0.5555555556,2,0.1111111111,5.7,0.3857142857,5,0.8333333333,0.26,0.1226415094,1,3,82.86329794,56.53144239,30.16876638,69.83123362,Good,70
447,8.7,0.4890510949,5,0.5555555556,9,0.8888888889,7.6,0.6571428571,3,0.5,0.18,0.08490566038,2,8,81.73818989,50.94628356,73.48622233,26.51377767,Bad,27
448,6.1,0.299270073,1,0.1111111111,1,0,6.7,0.5285714286,6,1,0.54,0.2547169811,7,10,74.63415027,15.6810574,0,100,Very Good,100
449,7,0.3649635036,7,0.7777777778,4,0.3333333333,6.2,0.4571428571,5,0.8333333333,0.51,0.2405660377,1,4,81.91911692,51.844425,37.81664819,62.18335181,Good,62
450,5.9,0.2846715328,6,0.6666666667,1,0,7.3,0.6142857143,4,0.6666666667,0.74,0.3490566038,3,9,79.20286987,38.36067891,5.0039218,94.9960782,Very Good,95
